date,area,cumulative_cases,cumulative_deaths,cumulative_vaccinated,daily_cases_roll_avg,daily_deaths_roll_avg
2020-12-08,East Midlands,151661.0,4868.0,527.0,,
2020-12-09,East Midlands,153071.0,4924.0,538.0,,
2020-12-10,East Midlands,154522.0,4963.0,547.0,,
2020-12-11,East Midlands,155966.0,5001.0,561.0,,
2020-12-12,East Midlands,157001.0,5066.0,561.0,,
2020-12-13,East Midlands,158059.0,5086.0,561.0,,
2020-12-14,East Midlands,160124.0,5116.0,577.0,1411.857142857143,44.57142857142857
2020-12-15,East Midlands,161890.0,5173.0,595.0,1461.2857142857142,43.57142857142857
2020-12-16,East Midlands,163595.0,5251.0,607.0,1503.4285714285713,46.714285714285715
2020-12-17,East Midlands,165299.0,5297.0,612.0,1539.5714285714287,47.714285714285715
2020-12-18,East Midlands,167020.0,5335.0,612.0,1579.142857142857,
2020-12-18,East Midlands,167020.0,5335.0,612.0,1677.142857142857,
2020-12-19,East Midlands,168383.0,5391.0,633.0,1720.7142857142858,
2020-12-20,East Midlands,170093.0,5417.0,633.0,1670.0,
2020-12-21,East Midlands,172516.0,5434.0,648.0,1763.857142857143,
2020-12-22,East Midlands,174622.0,5506.0,659.0,1821.142857142857,
2020-12-23,East Midlands,176665.0,5585.0,663.0,1869.5714285714287,
2020-12-24,East Midlands,178119.0,5632.0,663.0,1831.4285714285713,47.857142857142854
2020-12-25,East Midlands,178828.0,5675.0,663.0,1686.857142857143,48.57142857142857
2020-12-26,East Midlands,180722.0,5689.0,663.0,1762.7142857142858,42.57142857142857
2020-12-27,East Midlands,183165.0,5715.0,663.0,1867.4285714285713,42.57142857142857
2020-12-28,East Midlands,185705.0,5733.0,665.0,1884.142857142857,42.714285714285715
2020-12-29,East Midlands,189757.0,5764.0,972.0,2162.1428571428573,36.857142857142854
2020-12-30,East Midlands,193430.0,5832.0,1529.0,2395.0,35.285714285714285
2020-12-31,East Midlands,196447.0,5900.0,1992.0,2618.285714285714,38.285714285714285
2021-01-01,East Midlands,198142.0,5949.0,1995.0,2759.1428571428573,39.142857142857146
2021-01-02,East Midlands,201631.0,5980.0,2468.0,2987.0,41.57142857142857
2021-01-03,East Midlands,204696.0,6016.0,2943.0,3075.8571428571427,43.0
2021-01-04,East Midlands,209087.0,6039.0,4431.0,3340.285714285714,43.714285714285715
2021-01-05,East Midlands,212681.0,6116.0,7000.0,3274.8571428571427,50.285714285714285
2021-01-06,East Midlands,215965.0,6199.0,10790.0,3219.285714285714,52.42857142857143
2021-01-07,East Midlands,219000.0,6266.0,13843.0,3221.8571428571427,52.285714285714285
2021-01-08,East Midlands,221873.0,6340.0,16973.0,3390.1428571428573,55.857142857142854
2021-01-09,East Midlands,224262.0,6412.0,18720.0,3233.0,61.714285714285715
2021-01-10,East Midlands,226486.0,6444.0,20370.0,3112.8571428571427,61.142857142857146
2021-01-11,East Midlands,230120.0,6482.0,21549.0,3004.714285714286,63.285714285714285
2021-01-12,East Midlands,233451.0,6566.0,22421.0,2967.1428571428573,64.28571428571429
2021-01-13,East Midlands,236343.0,6660.0,22564.0,2911.1428571428573,65.85714285714286
2021-01-14,East Midlands,239209.0,6755.0,22621.0,2887.0,69.85714285714286
2021-01-15,East Midlands,242009.0,6852.0,22830.0,2876.5714285714284,73.14285714285714
2021-01-16,East Midlands,244123.0,6956.0,22882.0,2837.285714285714,77.71428571428571
2021-01-17,East Midlands,246270.0,7006.0,22927.0,2826.285714285714,80.28571428571429
2021-01-18,East Midlands,249602.0,7054.0,22960.0,2783.1428571428573,81.71428571428571
2021-01-19,East Midlands,252883.0,7152.0,23055.0,2776.0,83.71428571428571
2021-01-20,East Midlands,255651.0,7276.0,23110.0,2758.285714285714,88.0
2021-01-21,East Midlands,258309.0,7354.0,23155.0,2728.5714285714284,85.57142857142857
2021-01-22,East Midlands,260676.0,7436.0,23178.0,2666.714285714286,83.42857142857143
2021-01-23,East Midlands,262471.0,7522.0,23205.0,2621.1428571428573,80.85714285714286
2021-01-24,East Midlands,263724.0,7563.0,23228.0,2493.4285714285716,79.57142857142857
2021-01-25,East Midlands,265847.0,7611.0,23245.0,2320.714285714286,79.57142857142857
2021-01-26,East Midlands,268218.0,7708.0,23263.0,2190.714285714286,79.42857142857143
2021-01-27,East Midlands,270515.0,7834.0,23300.0,2123.4285714285716,79.71428571428571
2021-01-28,East Midlands,272759.0,7925.0,23358.0,2064.285714285714,81.57142857142857
2021-01-29,East Midlands,274681.0,8033.0,23472.0,2000.7142857142858,85.28571428571429
2021-01-30,East Midlands,276195.0,8138.0,23532.0,1960.5714285714287,88.0
2021-01-31,East Midlands,277607.0,8183.0,23665.0,1983.2857142857142,88.57142857142857
2021-02-01,East Midlands,279731.0,8211.0,23719.0,1983.4285714285713,85.71428571428571
2021-02-02,East Midlands,281628.0,8311.0,23831.0,1915.7142857142858,86.14285714285714
2021-02-03,East Midlands,283442.0,8406.0,23917.0,1846.7142857142858,81.71428571428571
2021-02-04,East Midlands,285169.0,8505.0,24039.0,1772.857142857143,82.85714285714286
2021-02-05,East Midlands,286658.0,8573.0,24204.0,1711.0,77.14285714285714
2021-02-06,East Midlands,287821.0,8643.0,24233.0,1660.857142857143,72.14285714285714
2021-02-07,East Midlands,288958.0,8671.0,24262.0,1621.5714285714287,69.71428571428571
2021-02-08,East Midlands,290667.0,8698.0,24320.0,1562.2857142857142,69.57142857142857
2021-02-09,East Midlands,292081.0,8776.0,24422.0,1493.2857142857142,66.42857142857143
2021-02-10,East Midlands,293418.0,8872.0,24603.0,1425.142857142857,66.57142857142857
2021-02-11,East Midlands,294821.0,8935.0,24766.0,1378.857142857143,61.42857142857143
2021-02-12,East Midlands,296147.0,9001.0,25025.0,1355.5714285714287,61.142857142857146
2021-02-13,East Midlands,297091.0,9051.0,25108.0,1324.2857142857142,58.285714285714285
2021-02-14,East Midlands,298028.0,9085.0,25171.0,1295.7142857142858,59.142857142857146
2021-02-15,East Midlands,299774.0,9088.0,25247.0,1301.0,55.714285714285715
2021-02-16,East Midlands,301116.0,9179.0,25465.0,1290.7142857142858,57.57142857142857
2021-02-17,East Midlands,302455.0,9258.0,26043.0,1291.0,55.142857142857146
2021-02-18,East Midlands,303705.0,9304.0,26618.0,1269.142857142857,52.714285714285715
2021-02-19,East Midlands,304860.0,9355.0,27096.0,1244.7142857142858,50.57142857142857
2021-02-20,East Midlands,305685.0,9394.0,27596.0,1227.7142857142858,49.0
2021-02-21,East Midlands,306590.0,9414.0,28152.0,1223.142857142857,47.0
2021-02-22,East Midlands,308005.0,9439.0,28882.0,1175.857142857143,50.142857142857146
2021-02-23,East Midlands,309203.0,9487.0,29724.0,1155.2857142857142,44.0
2021-02-24,East Midlands,310218.0,9521.0,31117.0,1109.0,37.57142857142857
2021-02-25,East Midlands,311056.0,9555.0,32886.0,1050.142857142857,35.857142857142854
2021-02-26,East Midlands,311758.0,9589.0,34986.0,985.4285714285714,33.42857142857143
2021-02-27,East Midlands,312297.0,9589.0,37070.0,944.5714285714286,27.857142857142858
2021-02-28,East Midlands,312798.0,9625.0,38426.0,886.8571428571429,30.142857142857142
2021-03-01,East Midlands,313593.0,9640.0,39715.0,798.2857142857143,28.714285714285715
2021-03-02,East Midlands,314295.0,9668.0,42118.0,727.4285714285714,25.857142857142858
2021-03-03,East Midlands,314939.0,9702.0,46006.0,674.4285714285714,25.857142857142858
2021-03-04,East Midlands,315551.0,9724.0,49753.0,642.1428571428571,24.142857142857142
2021-03-05,East Midlands,316184.0,9747.0,51847.0,632.2857142857143,22.571428571428573
2021-03-06,East Midlands,316636.0,9765.0,52822.0,619.8571428571429,25.142857142857142
2021-03-07,East Midlands,317098.0,9770.0,54513.0,614.2857142857143,20.714285714285715
2021-03-08,East Midlands,317797.0,9774.0,57351.0,600.5714285714286,19.142857142857142
2021-03-09,East Midlands,318427.0,9797.0,60149.0,590.2857142857143,18.428571428571427
2021-03-10,East Midlands,319022.0,9815.0,63486.0,583.2857142857143,16.142857142857142
2021-03-11,East Midlands,319601.0,9843.0,67019.0,578.5714285714286,17.0
2021-03-12,East Midlands,320140.0,9859.0,72067.0,565.1428571428571,16.0
2021-03-13,East Midlands,320541.0,9874.0,74694.0,557.8571428571429,15.571428571428571
2021-03-14,East Midlands,320933.0,9883.0,75598.0,547.8571428571429,16.142857142857142
2021-03-15,East Midlands,321553.0,9895.0,77562.0,536.5714285714286,17.285714285714285
2021-03-16,East Midlands,322166.0,9903.0,81530.0,534.1428571428571,15.142857142857142
2021-03-17,East Midlands,322758.0,9924.0,89130.0,533.7142857142857,15.571428571428571
2021-03-18,East Midlands,323354.0,9932.0,95670.0,536.1428571428571,12.714285714285714
2021-03-19,East Midlands,323848.0,9941.0,100971.0,529.7142857142857,11.714285714285714
2021-03-20,East Midlands,324269.0,9954.0,105432.0,532.5714285714286,11.428571428571429
2021-03-21,East Midlands,324750.0,9958.0,106820.0,545.2857142857143,10.714285714285714
2021-03-22,East Midlands,325314.0,9962.0,111043.0,537.2857142857143,9.571428571428571
2021-03-23,East Midlands,325879.0,9977.0,118154.0,530.4285714285714,10.571428571428571
2021-03-24,East Midlands,326500.0,9990.0,133892.0,534.5714285714286,9.428571428571429
2021-03-25,East Midlands,327040.0,9997.0,151344.0,526.5714285714286,9.285714285714286
2021-03-26,East Midlands,327464.0,10009.0,167649.0,516.5714285714286,9.714285714285714
2021-03-27,East Midlands,327845.0,10020.0,183794.0,510.85714285714283,9.428571428571429
2021-03-28,East Midlands,328316.0,10022.0,192202.0,509.42857142857144,9.142857142857142
2021-03-29,East Midlands,328710.0,10026.0,201654.0,485.14285714285717,9.142857142857142
2021-03-30,East Midlands,329061.0,10034.0,217610.0,454.57142857142856,8.142857142857142
2021-03-31,East Midlands,329445.0,10040.0,240274.0,420.7142857142857,7.142857142857143
2021-04-01,East Midlands,329797.0,10043.0,266703.0,393.85714285714283,6.571428571428571
2021-04-02,East Midlands,330073.0,10047.0,286512.0,372.7142857142857,5.428571428571429
2021-04-03,East Midlands,330343.0,10049.0,298870.0,356.85714285714283,4.142857142857143
2021-04-04,East Midlands,330566.0,10048.0,304428.0,321.42857142857144,3.857142857142857
2021-04-05,East Midlands,330810.0,10051.0,310263.0,300.0,3.7142857142857144
2021-04-06,East Midlands,331146.0,10052.0,322392.0,297.85714285714283,2.7142857142857144
2021-04-07,East Midlands,331445.0,10062.0,350566.0,285.7142857142857,3.2857142857142856
2021-04-08,East Midlands,331758.0,10070.0,384276.0,280.14285714285717,4.0
2021-04-09,East Midlands,332025.0,10082.0,419332.0,278.85714285714283,5.142857142857143
2021-04-10,East Midlands,332223.0,10085.0,452512.0,268.57142857142856,5.285714285714286
2021-04-11,East Midlands,332433.0,10082.0,469039.0,266.7142857142857,5.285714285714286
2021-04-12,East Midlands,332677.0,10082.0,482976.0,266.7142857142857,4.857142857142857
2021-04-13,East Midlands,332900.0,10087.0,503574.0,250.57142857142858,5.428571428571429
2021-04-14,East Midlands,333123.0,10088.0,528944.0,239.71428571428572,4.142857142857143
2021-04-15,East Midlands,333323.0,10090.0,561895.0,223.57142857142858,3.2857142857142856
2021-04-16,East Midlands,333505.0,10095.0,597828.0,211.42857142857142,2.2857142857142856
2021-04-17,East Midlands,333629.0,10100.0,632994.0,200.85714285714286,2.5714285714285716
2021-04-18,East Midlands,333850.0,10097.0,653085.0,202.42857142857142,2.5714285714285716
2021-04-19,East Midlands,334055.0,10102.0,671408.0,196.85714285714286,3.2857142857142856
2021-04-20,East Midlands,334262.0,10103.0,699066.0,194.57142857142858,2.7142857142857144
2021-04-21,East Midlands,334468.0,10104.0,732706.0,192.14285714285714,2.7142857142857144
2021-04-22,East Midlands,334643.0,10104.0,767293.0,188.57142857142858,2.4285714285714284
2021-04-23,East Midlands,334788.0,10107.0,804161.0,183.28571428571428,2.142857142857143
2021-04-24,East Midlands,334905.0,10113.0,845275.0,182.28571428571428,2.2857142857142856
2021-04-25,East Midlands,335065.0,10110.0,870906.0,173.57142857142858,2.2857142857142856
2021-04-26,East Midlands,335250.0,10112.0,894800.0,170.71428571428572,1.8571428571428572
2021-04-27,East Midlands,335415.0,10110.0,922461.0,164.71428571428572,1.7142857142857142
2021-04-28,East Midlands,335604.0,10115.0,954847.0,162.28571428571428,2.2857142857142856
2021-04-29,East Midlands,335780.0,10118.0,992171.0,162.42857142857142,2.7142857142857144
2021-04-30,East Midlands,335890.0,10121.0,1023230.0,157.42857142857142,2.7142857142857144
2021-05-01,East Midlands,335997.0,10120.0,1052906.0,156.0,1.8571428571428572
2021-05-02,East Midlands,336158.0,10120.0,1072577.0,156.14285714285714,1.8571428571428572
2021-05-03,East Midlands,336347.0,10119.0,1086834.0,156.71428571428572,1.5714285714285714
2021-05-04,East Midlands,336576.0,10121.0,1108115.0,165.85714285714286,1.8571428571428572
2021-05-05,East Midlands,336833.0,10128.0,1138083.0,175.57142857142858,2.142857142857143
2021-05-06,East Midlands,337093.0,10127.0,1176774.0,187.57142857142858,1.7142857142857142
2021-05-07,East Midlands,337277.0,10128.0,1213001.0,198.14285714285714,1.4285714285714286
2021-05-08,East Midlands,337409.0,10128.0,1251383.0,201.71428571428572,1.4285714285714286
2021-05-09,East Midlands,337625.0,10128.0,1271600.0,209.57142857142858,1.4285714285714286
2021-05-10,East Midlands,337867.0,10128.0,1292016.0,217.14285714285714,1.4285714285714286
2021-05-11,East Midlands,338018.0,10127.0,1324636.0,206.0,1.1428571428571428
2021-05-12,East Midlands,338167.0,10129.0,1363330.0,190.57142857142858,0.42857142857142855
2021-05-13,East Midlands,338324.0,10130.0,1400307.0,175.85714285714286,0.5714285714285714
2021-05-14,East Midlands,338465.0,10131.0,1433872.0,169.71428571428572,0.5714285714285714
2021-05-15,East Midlands,338575.0,10130.0,1467459.0,166.57142857142858,0.5714285714285714
2021-05-16,East Midlands,338723.0,10131.0,1488484.0,156.85714285714286,0.7142857142857143
2021-05-17,East Midlands,338890.0,10130.0,1507023.0,146.14285714285714,0.7142857142857143
2021-05-18,East Midlands,339028.0,10132.0,1533456.0,144.28571428571428,1.0
2021-05-19,East Midlands,339214.0,10132.0,1557488.0,149.57142857142858,0.7142857142857143
2021-05-20,East Midlands,339393.0,10133.0,1590055.0,152.71428571428572,0.7142857142857143
2021-05-21,East Midlands,339525.0,10136.0,1620832.0,151.42857142857142,1.0
2021-05-22,East Midlands,339649.0,10135.0,1663633.0,153.42857142857142,1.0
2021-05-23,East Midlands,339796.0,10136.0,1684821.0,153.28571428571428,1.0
2021-05-24,East Midlands,340002.0,10136.0,1707869.0,158.85714285714286,1.0
2021-05-25,East Midlands,340178.0,10139.0,1736375.0,164.28571428571428,1.1428571428571428
2021-05-26,East Midlands,340380.0,10140.0,1766975.0,166.57142857142858,1.2857142857142858
2021-05-27,East Midlands,340575.0,10139.0,1799059.0,168.85714285714286,1.1428571428571428
2021-05-28,East Midlands,340767.0,10139.0,1834886.0,177.42857142857142,0.7142857142857143
2021-05-29,East Midlands,340915.0,10141.0,1871881.0,180.85714285714286,1.0
2021-05-30,East Midlands,341076.0,10140.0,1893598.0,182.85714285714286,0.8571428571428571
2021-05-31,East Midlands,341254.0,10141.0,1910023.0,178.85714285714286,1.0
2021-06-01,East Midlands,341513.0,10140.0,1936455.0,190.71428571428572,0.5714285714285714
2021-06-02,East Midlands,341789.0,10140.0,1968613.0,201.28571428571428,0.42857142857142855
2021-06-03,East Midlands,342062.0,10141.0,2002551.0,212.42857142857142,0.5714285714285714
2021-06-04,East Midlands,342329.0,10141.0,2036401.0,223.14285714285714,0.5714285714285714
2021-06-05,East Midlands,342550.0,10143.0,2087510.0,233.57142857142858,0.5714285714285714
2021-06-06,East Midlands,342836.0,10144.0,2119401.0,251.42857142857142,0.7142857142857143
2021-06-07,East Midlands,343264.0,10143.0,2144119.0,287.14285714285717,0.5714285714285714
2021-06-08,East Midlands,343646.0,10144.0,2167414.0,304.7142857142857,0.7142857142857143
2021-06-09,East Midlands,344052.0,10145.0,2191575.0,323.2857142857143,0.8571428571428571
2021-06-10,East Midlands,344400.0,10144.0,2215363.0,334.0,0.7142857142857143
2021-06-11,East Midlands,344761.0,10147.0,2237975.0,347.42857142857144,1.1428571428571428
2021-06-12,East Midlands,345089.0,10148.0,2270664.0,362.7142857142857,1.0
2021-06-13,East Midlands,345423.0,10150.0,2288278.0,369.57142857142856,1.1428571428571428
2021-06-14,East Midlands,345922.0,10150.0,2300663.0,379.7142857142857,1.1428571428571428
2021-06-15,East Midlands,346480.0,10150.0,2311880.0,404.85714285714283,1.0
2021-06-16,East Midlands,347038.0,10172.0,2325197.0,426.57142857142856,4.0
2021-06-17,East Midlands,347561.0,10174.0,2338123.0,451.57142857142856,4.285714285714286
2021-06-18,East Midlands,348129.0,10175.0,2349808.0,481.14285714285717,4.0
2021-06-19,East Midlands,348562.0,10175.0,2365874.0,496.14285714285717,3.857142857142857
2021-06-20,East Midlands,349051.0,10177.0,2371580.0,518.2857142857143,3.857142857142857
2021-06-21,East Midlands,349825.0,10177.0,2377101.0,557.5714285714286,3.857142857142857
2021-06-22,East Midlands,350673.0,10178.0,2385704.0,599.0,4.0
2021-06-23,East Midlands,351567.0,10178.0,2394850.0,647.0,0.8571428571428571
2021-06-24,East Midlands,352435.0,10178.0,2404556.0,696.2857142857143,0.5714285714285714
2021-06-25,East Midlands,353388.0,10178.0,2413457.0,751.2857142857143,0.42857142857142855
2021-06-26,East Midlands,354306.0,10180.0,2427443.0,820.5714285714286,0.7142857142857143
2021-06-27,East Midlands,355341.0,10180.0,2436348.0,898.5714285714286,0.42857142857142855
2021-06-28,East Midlands,356929.0,10180.0,2443166.0,1014.8571428571429,0.42857142857142855
2021-06-29,East Midlands,358545.0,10181.0,2449568.0,1124.5714285714287,0.42857142857142855
2021-06-30,East Midlands,360140.0,10181.0,2457915.0,1224.7142857142858,0.42857142857142855
2021-07-01,East Midlands,361838.0,10181.0,2468636.0,1343.2857142857142,0.42857142857142855
2021-07-02,East Midlands,363449.0,10183.0,2478648.0,1437.2857142857142,0.7142857142857143
2021-07-03,East Midlands,364927.0,10184.0,2491559.0,1517.2857142857142,0.5714285714285714
2021-07-04,East Midlands,366605.0,10185.0,2500861.0,1609.142857142857,0.7142857142857143
2021-07-05,East Midlands,368936.0,10185.0,2506020.0,1715.2857142857142,0.7142857142857143
2021-07-06,East Midlands,371347.0,10188.0,2511831.0,1828.857142857143,1.0
2021-07-07,East Midlands,373862.0,10193.0,2520587.0,1960.2857142857142,1.7142857142857142
2021-07-08,East Midlands,376162.0,10195.0,2530620.0,2046.2857142857142,2.0
2021-07-09,East Midlands,378424.0,10196.0,2540678.0,2139.285714285714,1.8571428571428572
2021-07-10,East Midlands,380447.0,10198.0,2555357.0,2217.1428571428573,2.0
2021-07-11,East Midlands,382619.0,10200.0,2562269.0,2287.714285714286,2.142857142857143
2021-07-12,East Midlands,386025.0,10200.0,2567990.0,2441.285714285714,2.142857142857143
2021-07-13,East Midlands,389521.0,10201.0,2579163.0,2596.285714285714,1.8571428571428572
2021-07-14,East Midlands,393565.0,10205.0,2588047.0,2814.714285714286,1.7142857142857142
2021-07-15,East Midlands,398082.0,10208.0,2599266.0,3131.4285714285716,1.8571428571428572
2021-07-16,East Midlands,402263.0,10210.0,2610235.0,3405.5714285714284,2.0
2021-07-17,East Midlands,405184.0,10211.0,2624475.0,3533.8571428571427,1.8571428571428572
2021-07-18,East Midlands,407920.0,10212.0,2635567.0,3614.4285714285716,1.7142857142857142
2021-07-19,East Midlands,411622.0,10214.0,2642968.0,3656.714285714286,2.0
2021-07-20,East Midlands,414512.0,10219.0,2652784.0,3570.1428571428573,2.5714285714285716
2021-07-21,East Midlands,417130.0,10221.0,2663966.0,3366.4285714285716,2.2857142857142856
2021-07-22,East Midlands,419397.0,10226.0,2676023.0,3045.0,2.5714285714285716
2021-07-23,East Midlands,421386.0,10229.0,2687216.0,2731.8571428571427,2.7142857142857144
2021-07-24,East Midlands,423091.0,10235.0,2702435.0,2558.1428571428573,3.4285714285714284
2021-07-25,East Midlands,424811.0,10237.0,2711592.0,2413.0,3.5714285714285716
2021-07-26,East Midlands,427186.0,10238.0,2719762.0,2223.4285714285716,3.4285714285714284
2021-07-27,East Midlands,429636.0,10243.0,2728880.0,2160.5714285714284,3.4285714285714284
2021-07-28,East Midlands,432264.0,10247.0,2738640.0,2162.0,3.7142857142857144
2021-07-29,East Midlands,434650.0,10253.0,2746252.0,2179.0,3.857142857142857
2021-07-30,East Midlands,436759.0,10254.0,2755512.0,2196.1428571428573,3.5714285714285716
2021-07-31,East Midlands,438616.0,10258.0,2772450.0,2217.8571428571427,3.2857142857142856
2021-08-01,East Midlands,440398.0,10262.0,2780736.0,2226.714285714286,3.5714285714285716
2021-08-02,East Midlands,442942.0,10263.0,2786004.0,2250.8571428571427,3.5714285714285716
2021-08-03,East Midlands,445608.0,10273.0,2793353.0,2281.714285714286,4.285714285714286
2021-08-04,East Midlands,448458.0,10278.0,2805108.0,2313.4285714285716,4.428571428571429
2021-08-05,East Midlands,451198.0,10286.0,2814482.0,2364.0,4.714285714285714
2021-08-06,East Midlands,453643.0,10294.0,2825742.0,2412.0,5.714285714285714
2021-08-07,East Midlands,455566.0,10303.0,2841843.0,2421.4285714285716,6.428571428571429
2021-08-08,East Midlands,457535.0,10305.0,2852249.0,2448.1428571428573,6.142857142857143
2021-08-09,East Midlands,460318.0,10306.0,2861389.0,2482.285714285714,6.142857142857143
2021-08-10,East Midlands,462960.0,10313.0,2871599.0,2478.8571428571427,5.714285714285714
2021-08-11,East Midlands,465682.0,10321.0,2882666.0,2460.5714285714284,6.142857142857143
2021-08-12,East Midlands,468448.0,10331.0,2895841.0,2464.285714285714,6.428571428571429
2021-08-13,East Midlands,470749.0,10338.0,2907349.0,2443.714285714286,6.285714285714286
2021-08-14,East Midlands,472867.0,10345.0,2925816.0,2471.5714285714284,6.0
2021-08-15,East Midlands,474998.0,10350.0,2937684.0,2494.714285714286,6.428571428571429
2021-08-16,East Midlands,478048.0,10354.0,2946350.0,2532.8571428571427,6.857142857142857
2021-08-17,East Midlands,480850.0,10364.0,2957441.0,2555.714285714286,7.285714285714286
2021-08-18,East Midlands,483725.0,10373.0,2968773.0,2577.5714285714284,7.428571428571429
2021-08-19,East Midlands,486337.0,10383.0,2980370.0,2555.5714285714284,7.428571428571429
2021-08-20,East Midlands,488721.0,10391.0,2992224.0,2567.4285714285716,7.571428571428571
2021-08-21,East Midlands,491066.0,10396.0,3008427.0,2599.8571428571427,7.285714285714286
2021-08-22,East Midlands,493393.0,10402.0,3018059.0,2627.8571428571427,7.428571428571429
2021-08-23,East Midlands,496474.0,10410.0,3027309.0,2632.285714285714,8.0
2021-08-24,East Midlands,499233.0,10428.0,3038627.0,2626.1428571428573,9.142857142857142
2021-08-25,East Midlands,502055.0,10433.0,3048626.0,2618.5714285714284,8.571428571428571
2021-08-26,East Midlands,504690.0,10446.0,3057464.0,2621.8571428571427,9.0
2021-08-27,East Midlands,507115.0,10456.0,3066436.0,2627.714285714286,9.285714285714286
2021-08-28,East Midlands,509014.0,10468.0,3076231.0,2564.0,10.285714285714286
2021-08-29,East Midlands,510941.0,10471.0,3083231.0,2506.8571428571427,9.857142857142858
2021-08-30,East Midlands,513411.0,10482.0,3087982.0,2419.5714285714284,10.285714285714286
2021-08-31,East Midlands,516719.0,10486.0,3096355.0,2498.0,8.285714285714286
2021-09-01,East Midlands,519759.0,10500.0,3104615.0,2529.1428571428573,9.571428571428571
2021-09-02,East Midlands,522595.0,10517.0,3111816.0,2557.8571428571427,10.142857142857142
2021-09-03,East Midlands,525314.0,10523.0,3118259.0,2599.8571428571427,9.571428571428571
2021-09-04,East Midlands,527630.0,10533.0,3126905.0,2659.4285714285716,9.285714285714286
2021-09-05,East Midlands,530040.0,10542.0,3132283.0,2728.4285714285716,10.142857142857142
2021-09-06,East Midlands,533509.0,10546.0,3137762.0,2871.1428571428573,9.142857142857142
2021-09-07,East Midlands,536487.0,10560.0,3143108.0,2824.0,10.571428571428571
2021-09-08,East Midlands,539172.0,10578.0,3148402.0,2773.285714285714,11.142857142857142
2021-09-09,East Midlands,541733.0,10598.0,3154154.0,2734.0,11.571428571428571
2021-09-10,East Midlands,543865.0,10612.0,3159864.0,2650.1428571428573,12.714285714285714
2021-09-11,East Midlands,545633.0,10626.0,3166100.0,2571.8571428571427,13.285714285714286
2021-09-12,East Midlands,547741.0,10630.0,3170852.0,2528.714285714286,12.571428571428571
2021-09-13,East Midlands,550577.0,10634.0,3175341.0,2438.285714285714,12.571428571428571
2021-09-14,East Midlands,553065.0,10645.0,3179122.0,2368.285714285714,12.142857142857142
2021-09-15,East Midlands,555494.0,10658.0,3183412.0,2331.714285714286,11.428571428571429
2021-09-16,East Midlands,557908.0,10668.0,3187318.0,2310.714285714286,10.0
2021-09-17,East Midlands,560233.0,10675.0,3191084.0,2338.285714285714,9.0
2021-09-18,East Midlands,562471.0,10689.0,3197223.0,2405.4285714285716,9.0
2021-09-19,East Midlands,565311.0,10693.0,3200327.0,2510.0,9.0
2021-09-20,East Midlands,569142.0,10695.0,3203277.0,2652.1428571428573,8.714285714285714
2021-09-21,East Midlands,572879.0,10707.0,3206180.0,2830.5714285714284,8.857142857142858
2021-09-22,East Midlands,576307.0,10718.0,3208990.0,2973.285714285714,8.571428571428571
2021-09-23,East Midlands,579516.0,10734.0,3211738.0,3086.8571428571427,9.428571428571429
2021-09-24,East Midlands,582445.0,10748.0,3214411.0,3173.1428571428573,10.428571428571429
2021-09-25,East Midlands,585009.0,10760.0,3218486.0,3219.714285714286,10.142857142857142
2021-09-26,East Midlands,587649.0,10769.0,3220823.0,3191.1428571428573,10.857142857142858
2021-09-27,East Midlands,591524.0,10777.0,3223156.0,3197.4285714285716,11.714285714285714
2021-09-28,East Midlands,595084.0,10793.0,3225421.0,3172.1428571428573,12.285714285714286
2021-09-29,East Midlands,598386.0,10801.0,3227717.0,3154.1428571428573,11.857142857142858
2021-09-30,East Midlands,601479.0,10807.0,3229606.0,3137.5714285714284,10.428571428571429
2021-10-01,East Midlands,604358.0,10818.0,3231655.0,3130.4285714285716,10.0
2021-10-02,East Midlands,606817.0,10828.0,3234456.0,3115.4285714285716,9.714285714285714
2021-10-03,East Midlands,609990.0,10831.0,3236198.0,3191.5714285714284,8.857142857142858
2021-10-04,East Midlands,614090.0,10834.0,3237799.0,3223.714285714286,8.142857142857142
2021-10-05,East Midlands,617810.0,10845.0,3239646.0,3246.5714285714284,7.428571428571429
2021-10-06,East Midlands,621503.0,10851.0,3241369.0,3302.4285714285716,7.142857142857143
2021-10-07,East Midlands,625027.0,10861.0,3243058.0,3364.0,7.714285714285714
2021-10-08,East Midlands,628355.0,10877.0,3244972.0,3428.1428571428573,8.428571428571429
2021-10-09,East Midlands,631347.0,10892.0,3247929.0,3504.285714285714,9.142857142857142
2021-10-10,East Midlands,634660.0,10897.0,3249580.0,3524.285714285714,9.428571428571429
2021-10-11,East Midlands,639267.0,10898.0,3251323.0,3596.714285714286,9.142857142857142
2021-10-12,East Midlands,643280.0,10907.0,3253156.0,3638.5714285714284,8.857142857142858
2021-10-13,East Midlands,647188.0,10918.0,3255136.0,3669.285714285714,9.571428571428571
2021-10-14,East Midlands,650840.0,10933.0,3256700.0,3687.5714285714284,10.285714285714286
2021-10-15,East Midlands,653997.0,10949.0,3258437.0,3663.1428571428573,10.285714285714286
2021-10-16,East Midlands,656580.0,10960.0,3261044.0,3604.714285714286,9.714285714285714
2021-10-17,East Midlands,659666.0,10965.0,3262656.0,3572.285714285714,9.714285714285714
2021-10-18,East Midlands,663656.0,10971.0,3264021.0,3484.1428571428573,10.428571428571429
2021-10-19,East Midlands,667245.0,10988.0,3265522.0,3423.5714285714284,11.571428571428571
